id_application,id_posting,id_resume_outcome,callback,heightrequired,jobgenderoptions,,photo_gender,photo_num,photo,avg_rating,share_num6p,share_num5p,share_num4p,attract_top25,attract_top50,attract_top75,attract_top90,attract_top10,attract_above4_p50,attract_above4_p75,_weight,_height_ft,_height_in,,MenAttBins,MCBs,Photos,Rating,,WomenAttBins,WCBs,Photos,Rating,,,solonum,solorat,sologen,,,,,,,,
2795,699,3,1,0,Both Male & Female,,Female,21,21,3.1020408,0.040816326,0.1632653,0.30612245,0,0,1,1,0,0,0,52,5,,,,,,,,,,,,,,,,,,,,,,,,
4068,"1,017",4,0,0,Both Male & Female,,Female,1,1,3.9795918,0.10204082,0.34693879,0.63265306,1,1,1,1,0,1,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
3000,750,4,0,0,Female Only,,Female,10,10,3.0816326,0.020408163,0.040816326,0.34693879,0,0,1,1,0,0,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
2268,567,4,0,0,Female Only,,Female,16,16,3.3265307,0.020408163,0.18367347,0.40816328,0,1,1,1,0,0,0,50,5,,,,,,,,,,,,,,,,,,,,,,,,
572,143,4,1,0,Both Male & Female,,Male,15,47,3.3265307,0,0.18367347,0.44897959,0,1,1,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
3937,985,1,0,0,Female Only,,Female,22,22,2.6734693,0.020408163,0.10204082,0.22448979,0,0,0,1,0,0,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
4479,"1,120",3,0,0,Female Only,,Female,9,9,4.6326532,0.20408164,0.63265306,0.77551019,1,1,1,1,1,1,1,45,5,,,,,,,,,,,,,,,,,,,,,,,,
4374,"1,094",2,0,0,Both Male & Female,,Male,12,44,2.8163266,0,0.081632651,0.20408164,0,0,1,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
1790,448,2,0,0,Both Male & Female,,Male,22,54,2.6938775,0,0.06122449,0.20408164,0,0,0,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
4498,"1,125",2,0,0,Both Male & Female,,Male,13,45,3.3265307,0.020408163,0.20408164,0.42857143,0,1,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
3274,819,2,1,0,Female Only,,Female,18,18,4.0816326,0.18367347,0.3877551,0.63265306,1,1,1,1,0,1,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
3912,978,4,0,0,Female Only,,Female,16,16,3.3265307,0.020408163,0.18367347,0.40816328,0,1,1,1,0,0,0,47,5,,,,,,,,,,,,,,,,,,,,,,,,
594,149,2,1,0,Both Male & Female,,Female,25,25,2.8979592,0.040816326,0.10204082,0.26530612,0,0,1,1,0,0,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
2316,579,4,0,0,Female Only,,Female,30,30,2.6938775,0,0.06122449,0.22448979,0,0,0,1,0,0,0,48,5,,,,,,,,,,,,,,,,,,,,,,,,
6667,"1,667",3,0,0,Female Only,,Female,24,24,3.3265307,0.020408163,0.1632653,0.42857143,0,1,1,1,0,0,0,50,5,,,,,,,,,,,,,,,,,,,,,,,,
2837,710,1,0,0,Both Male & Female,,Male,22,54,2.6938775,0,0.06122449,0.20408164,0,0,0,1,0,0,0,63,5,,,,,,,,,,,,,,,,,,,,,,,,
1597,400,1,0,0,Both Male & Female,,Female,22,22,2.6734693,0.020408163,0.10204082,0.22448979,0,0,0,1,0,0,0,47,5,,,,,,,,,,,,,,,,,,,,,,,,
6368,"1,592",4,0,0,Both Male & Female,,Male,1,33,3.4693878,0.040816326,0.20408164,0.51020408,0,1,1,1,0,1,0,59,5,5,,,,,,,,,,,,,,,,,,,,,,,
5671,"1,418",3,0,0,Female Only,,Female,3,3,4.6734695,0.30612245,0.55102038,0.79591835,1,1,1,1,1,1,1,51,5,,,,,,,,,,,,,,,,,,,,,,,,
3940,985,4,0,0,Female Only,,Female,30,30,2.6938775,0,0.06122449,0.22448979,0,0,0,1,0,0,0,48,5,,,,,,,,,,,,,,,,,,,,,,,,
2413,604,1,0,0,Both Male & Female,,Male,30,62,3.1836734,0.020408163,0.12244898,0.3877551,0,0,1,1,0,0,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
4142,"1,036",2,0,0,Female Only,,Female,16,16,3.3265307,0.020408163,0.18367347,0.40816328,0,1,1,1,0,0,0,51,5,,,,,,,,,,,,,,,,,,,,,,,,
4277,"1,070",1,0,0,Female Only,,Female,3,3,4.6734695,0.30612245,0.55102038,0.79591835,1,1,1,1,1,1,1,48,5,,,,,,,,,,,,,,,,,,,,,,,,
1684,421,4,0,0,Female Only,,Female,9,9,4.6326532,0.20408164,0.63265306,0.77551019,1,1,1,1,1,1,1,45,5,,,,,,,,,,,,,,,,,,,,,,,,
2414,604,2,0,0,Both Male & Female,,Female,26,26,2.4285715,0,0.040816326,0.14285715,0,0,0,0,0,0,0,51,5,,,,,,,,,,,,,,,,,,,,,,,,
3622,906,2,0,0,Both Male & Female,,Male,19,51,3.5306122,0.020408163,0.24489796,0.46938777,1,1,1,1,0,0,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
3070,768,2,1,0,Female Only,,Female,18,18,4.0816326,0.18367347,0.3877551,0.63265306,1,1,1,1,0,1,0,50,5,,,,,,,,,,,,,,,,,,,,,,,,
2562,641,2,0,0,Both Male & Female,,Female,28,28,2.8163266,0,0.06122449,0.26530612,0,0,0,1,0,0,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
2302,576,2,0,0,Both Male & Female,,Female,26,26,2.4285715,0,0.040816326,0.14285715,0,0,0,0,0,0,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
2381,596,1,1,0,Both Male & Female,,Male,4,36,3.1428571,0.020408163,0.14285715,0.32653061,0,0,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
5614,"1,404",2,0,0,Female Only,,Female,20,20,3.7346938,0.081632651,0.30612245,0.5714286,0,1,1,1,0,1,0,52,5,,,,,,,,,,,,,,,,,,,,,,,,
3388,847,4,0,0,Female Only,,Female,17,17,3.4693878,0.06122449,0.22448979,0.44897959,0,1,1,1,0,0,0,48,5,,,,,,,,,,,,,,,,,,,,,,,,
1901,476,1,1,0,Both Male & Female,,Male,10,42,3.6530612,0.040816326,0.2857143,0.55102038,1,1,1,1,0,1,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
185,47,1,1,0,Both Male & Female,,Female,4,4,4.3265305,0.14285715,0.48979592,0.75510204,1,1,1,1,1,1,1,48,5,,,,,,,,,,,,,,,,,,,,,,,,
561,141,1,1,0,Both Male & Female,,Male,1,33,3.4693878,0.040816326,0.20408164,0.51020408,0,1,1,1,0,1,0,60,5,,,,,,,,,,,,,,,,,,,,,,,,
3373,844,1,0,0,Female Only,,Female,12,12,3.6122448,0.06122449,0.32653061,0.51020408,0,1,1,1,0,1,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
3385,847,1,0,0,Female Only,,Female,24,24,3.3265307,0.020408163,0.1632653,0.42857143,0,1,1,1,0,0,0,46,5,,,,,,,,,,,,,,,,,,,,,,,,
4148,"1,037",4,0,0,Both Male & Female,,Male,3,35,4.1836734,0.14285715,0.34693879,0.73469388,1,1,1,1,1,1,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
1713,429,1,0,0,Female Only,,Female,28,28,2.8163266,0,0.06122449,0.26530612,0,0,0,1,0,0,0,52,5,,,,,,,,,,,,,,,,,,,,,,,,
5272,"1,318",4,0,0,Both Male & Female,,Female,13,13,4.0408163,0.06122449,0.42857143,0.75510204,1,1,1,1,0,1,1,50,5,,,,,,,,,,,,,,,,,,,,,,,,
4576,"1,144",4,0,0,Male Only,,Male,25,57,2.6938775,0,0.081632651,0.18367347,0,0,0,1,0,0,0,60,5,,,,,,,,,,,,,,,,,,,,,,,,
1868,467,4,1,0,Both Male & Female,,Female,13,13,4.0408163,0.06122449,0.42857143,0.75510204,1,1,1,1,0,1,1,45,5,,,,,,,,,,,,,,,,,,,,,,,,
3909,978,1,0,0,Female Only,,Female,10,10,3.0816326,0.020408163,0.040816326,0.34693879,0,0,1,1,0,0,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
6967,"1,742",3,0,0,Both Male & Female,,Male,29,61,2.8979592,0.020408163,0.10204082,0.30612245,0,0,1,1,0,0,0,65,5,7,,,,,,,,,,,,,,,,,,,,,,,
3792,948,4,0,0,Female Only,,Female,25,25,2.8979592,0.040816326,0.10204082,0.26530612,0,0,1,1,0,0,0,52,5,,,,,,,,,,,,,,,,,,,,,,,,
6346,"1,587",2,0,0,Male Only,,Male,15,47,3.3265307,0,0.18367347,0.44897959,0,1,1,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
4177,"1,045",1,0,0,Both Male & Female,,Female,29,29,3.1632652,0,0.14285715,0.34693879,0,0,1,1,0,0,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
1865,467,1,1,0,Both Male & Female,,Male,3,35,4.1836734,0.14285715,0.34693879,0.73469388,1,1,1,1,1,1,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
6668,"1,667",4,0,0,Female Only,,Female,21,21,3.1020408,0.040816326,0.1632653,0.30612245,0,0,1,1,0,0,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
2295,574,3,0,0,Both Male & Female,,Female,24,24,3.3265307,0.020408163,0.1632653,0.42857143,0,1,1,1,0,0,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
5427,"1,357",3,0,0,Both Male & Female,,Female,2,2,3.9183674,0.06122449,0.34693879,0.63265306,1,1,1,1,0,1,0,48,5,,,,,,,,,,,,,,,,,,,,,,,,
73,19,1,0,0,Both Male & Female,,Male,8,40,3.7346938,0.040816326,0.26530612,0.63265306,1,1,1,1,0,1,0,55,5,,,,,,,,,,,,,,,,,,,,,,,,
2855,714,3,1,0,Both Male & Female,,Male,26,58,2.5714285,0.020408163,0.12244898,0.20408164,0,0,0,0,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
1646,412,2,0,0,Both Male & Female,,Female,5,5,4.3265305,0.20408164,0.44897959,0.75510204,1,1,1,1,1,1,1,50,5,,,,,,,,,,,,,,,,,,,,,,,,
536,134,4,1,0,Both Male & Female,,Male,8,40,3.7346938,0.040816326,0.26530612,0.63265306,1,1,1,1,0,1,0,59,5,,,,,,,,,,,,,,,,,,,,,,,,
4471,"1,118",3,0,0,Both Male & Female,,Female,32,32,2.8163266,0.020408163,0.081632651,0.2857143,0,0,0,1,0,0,0,51,5,,,,,,,,,,,,,,,,,,,,,,,,
2296,574,4,0,0,Both Male & Female,,Female,9,9,4.6326532,0.20408164,0.63265306,0.77551019,1,1,1,1,1,1,1,45,5,,,,,,,,,,,,,,,,,,,,,,,,
2591,648,3,0,0,Both Male & Female,,Male,18,50,3.4081633,0.020408163,0.1632653,0.53061223,0,1,1,1,0,1,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
925,232,1,0,0,Female Only,,Female,18,18,4.0816326,0.18367347,0.3877551,0.63265306,1,1,1,1,0,1,0,51,5,,,,,,,,,,,,,,,,,,,,,,,,
1681,421,1,0,0,Female Only,,Female,10,10,3.0816326,0.020408163,0.040816326,0.34693879,0,0,1,1,0,0,0,51,5,,,,,,,,,,,,,,,,,,,,,,,,
2355,589,3,0,0,Both Male & Female,,Male,3,35,4.1836734,0.14285715,0.34693879,0.73469388,1,1,1,1,1,1,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
2325,582,1,1,0,Female Only,,Female,12,12,3.6122448,0.06122449,0.32653061,0.51020408,0,1,1,1,0,1,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
2016,504,4,0,0,Both Male & Female,,Male,32,64,3.2448978,0.020408163,0.20408164,0.40816328,0,1,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
3093,774,1,0,0,Both Male & Female,,Male,2,34,4.9591837,0.40816328,0.63265306,0.87755102,1,1,1,1,1,1,1,60,5,,,,,,,,,,,,,,,,,,,,,,,,
236,59,4,0,0,Both Male & Female,,Female,26,26,2.4285715,0,0.040816326,0.14285715,0,0,0,0,0,0,0,47,5,,,,,,,,,,,,,,,,,,,,,,,,
1851,463,3,0,0,Both Male & Female,,Female,4,4,4.3265305,0.14285715,0.48979592,0.75510204,1,1,1,1,1,1,1,50,5,,,,,,,,,,,,,,,,,,,,,,,,
6582,"1,646",2,0,0,Both Male & Female,,Male,31,63,2.7551022,0,0.020408163,0.26530612,0,0,1,1,0,0,0,63,5,4,,,,,,,,,,,,,,,,,,,,,,,
2070,518,2,0,0,Both Male & Female,,Female,32,32,2.8163266,0.020408163,0.081632651,0.2857143,0,0,0,1,0,0,0,51,5,,,,,,,,,,,,,,,,,,,,,,,,
4141,"1,036",1,0,0,Female Only,,Female,2,2,3.9183674,0.06122449,0.34693879,0.63265306,1,1,1,1,0,1,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
74,19,2,0,0,Both Male & Female,,Female,15,15,2.4693878,0,0.06122449,0.20408164,0,0,0,0,0,0,0,50,5,,,,,,,,,,,,,,,,,,,,,,,,
3623,906,3,0,0,Both Male & Female,,Male,1,33,3.4693878,0.040816326,0.20408164,0.51020408,0,1,1,1,0,1,0,60,5,,,,,,,,,,,,,,,,,,,,,,,,
5270,"1,318",2,0,0,Both Male & Female,,Male,21,53,4.0816326,0.12244898,0.34693879,0.77551019,1,1,1,1,1,1,1,65,5,,,,,,,,,,,,,,,,,,,,,,,,
3275,819,3,0,0,Female Only,,Female,22,22,2.6734693,0.020408163,0.10204082,0.22448979,0,0,0,1,0,0,0,47,5,,,,,,,,,,,,,,,,,,,,,,,,
3386,847,2,0,0,Female Only,,Female,23,23,3.2448978,0.020408163,0.1632653,0.40816328,0,0,1,1,0,0,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
1852,463,4,0,0,Both Male & Female,,Male,21,53,4.0816326,0.12244898,0.34693879,0.77551019,1,1,1,1,1,1,1,65,5,,,,,,,,,,,,,,,,,,,,,,,,
2853,714,1,0,0,Both Male & Female,,Male,31,63,2.7551022,0,0.020408163,0.26530612,0,0,1,1,0,0,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
291,73,3,1,0,Both Male & Female,,Male,7,39,2.8367348,0,0.10204082,0.26530612,0,0,1,1,0,0,0,59,5,,,,,,,,,,,,,,,,,,,,,,,,
927,232,3,0,0,Female Only,,Female,17,17,3.4693878,0.06122449,0.22448979,0.44897959,0,1,1,1,0,0,0,47,5,,,,,,,,,,,,,,,,,,,,,,,,
2317,580,1,0,0,Both Male & Female,,Female,31,31,2.9387755,0,0.081632651,0.22448979,0,0,1,1,0,0,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
290,73,2,1,0,Both Male & Female,,Male,26,58,2.5714285,0.020408163,0.12244898,0.20408164,0,0,0,0,0,0,0,63,5,,,,,,,,,,,,,,,,,,,,,,,,
4486,"1,122",2,0,0,Both Male & Female,,Female,15,15,2.4693878,0,0.06122449,0.20408164,0,0,0,0,0,0,0,51,5,,,,,,,,,,,,,,,,,,,,,,,,
2356,589,4,0,0,Both Male & Female,,Female,12,12,3.6122448,0.06122449,0.32653061,0.51020408,0,1,1,1,0,1,0,48,5,,,,,,,,,,,,,,,,,,,,,,,,
2840,710,4,0,0,Both Male & Female,,Female,5,5,4.3265305,0.20408164,0.44897959,0.75510204,1,1,1,1,1,1,1,50,5,,,,,,,,,,,,,,,,,,,,,,,,
1991,498,3,0,0,Female Only,,Female,3,3,4.6734695,0.30612245,0.55102038,0.79591835,1,1,1,1,1,1,1,51,5,,,,,,,,,,,,,,,,,,,,,,,,
2287,572,3,1,0,Both Male & Female,,Male,19,51,3.5306122,0.020408163,0.24489796,0.46938777,1,1,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
146,37,2,1,0,Both Male & Female,,Male,28,60,2.6122448,0.020408163,0.10204082,0.26530612,0,0,0,0,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
2170,543,2,0,0,Both Male & Female,,Male,15,47,3.3265307,0,0.18367347,0.44897959,0,1,1,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
5750,"1,438",2,0,0,Both Male & Female,,Female,3,3,4.6734695,0.30612245,0.55102038,0.79591835,1,1,1,1,1,1,1,51,5,,,,,,,,,,,,,,,,,,,,,,,,
383,96,3,0,0,Both Male & Female,,Female,19,19,2.367347,0.020408163,0.040816326,0.14285715,0,0,0,0,0,0,0,51,5,,,,,,,,,,,,,,,,,,,,,,,,
4439,"1,110",3,0,0,Both Male & Female,,Female,16,16,3.3265307,0.020408163,0.18367347,0.40816328,0,1,1,1,0,0,0,48,5,,,,,,,,,,,,,,,,,,,,,,,,
51,13,3,1,0,Both Male & Female,,Female,18,18,4.0816326,0.18367347,0.3877551,0.63265306,1,1,1,1,0,1,0,55,5,,,,,,,,,,,,,,,,,,,,,,,,
317,80,1,0,0,Both Male & Female,,Male,29,61,2.8979592,0.020408163,0.10204082,0.30612245,0,0,1,1,0,0,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
6348,"1,587",4,0,0,Male Only,,Male,3,35,4.1836734,0.14285715,0.34693879,0.73469388,1,1,1,1,1,1,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
3747,937,3,0,0,Female Only,,Female,5,5,4.3265305,0.20408164,0.44897959,0.75510204,1,1,1,1,1,1,1,45,5,,,,,,,,,,,,,,,,,,,,,,,,
6345,"1,587",1,0,0,Male Only,,Male,6,38,2.2653062,0,0.040816326,0.14285715,0,0,0,0,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
535,134,3,1,0,Both Male & Female,,Female,1,1,3.9795918,0.10204082,0.34693879,0.63265306,1,1,1,1,0,1,0,48,5,,,,,,,,,,,,,,,,,,,,,,,,
596,149,4,1,0,Both Male & Female,,Male,24,56,3.4693878,0.10204082,0.18367347,0.40816328,0,1,1,1,0,0,0,63,5,,,,,,,,,,,,,,,,,,,,,,,,
2883,721,3,1,0,Both Male & Female,,Female,3,3,4.6734695,0.30612245,0.55102038,0.79591835,1,1,1,1,1,1,1,50,5,,,,,,,,,,,,,,,,,,,,,,,,
531,133,3,1,0,Both Male & Female,,Male,20,52,4.1836734,0.1632653,0.40816328,0.71428573,1,1,1,1,1,1,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
3508,877,4,0,0,Both Male & Female,,Male,19,51,3.5306122,0.020408163,0.24489796,0.46938777,1,1,1,1,0,0,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
3273,819,1,0,0,Female Only,,Female,25,25,2.8979592,0.040816326,0.10204082,0.26530612,0,0,1,1,0,0,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
3387,847,3,0,0,Female Only,,Female,18,18,4.0816326,0.18367347,0.3877551,0.63265306,1,1,1,1,0,1,0,47,5,,,,,,,,,,,,,,,,,,,,,,,,
2794,699,2,1,0,Both Male & Female,,Female,9,9,4.6326532,0.20408164,0.63265306,0.77551019,1,1,1,1,1,1,1,50,5,,,,,,,,,,,,,,,,,,,,,,,,
2854,714,2,1,0,Both Male & Female,,Male,24,56,3.4693878,0.10204082,0.18367347,0.40816328,0,1,1,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
1785,447,1,0,0,Both Male & Female,,Male,21,53,4.0816326,0.12244898,0.34693879,0.77551019,1,1,1,1,1,1,1,63,5,,,,,,,,,,,,,,,,,,,,,,,,
1787,447,3,0,0,Both Male & Female,,Female,7,7,4.0408163,0.18367347,0.36734694,0.63265306,1,1,1,1,0,1,0,48,5,,,,,,,,,,,,,,,,,,,,,,,,
923,231,3,0,0,Female Only,,Female,2,2,3.9183674,0.06122449,0.34693879,0.63265306,1,1,1,1,0,1,0,48,5,,,,,,,,,,,,,,,,,,,,,,,,
4472,"1,118",4,0,0,Both Male & Female,,Male,32,64,3.2448978,0.020408163,0.20408164,0.40816328,0,1,1,1,0,0,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
595,149,3,1,0,Both Male & Female,,Male,4,36,3.1428571,0.020408163,0.14285715,0.32653061,0,0,1,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
2415,604,3,0,0,Both Male & Female,,Female,4,4,4.3265305,0.14285715,0.48979592,0.75510204,1,1,1,1,1,1,1,45,5,,,,,,,,,,,,,,,,,,,,,,,,
3621,906,1,0,0,Both Male & Female,,Female,20,20,3.7346938,0.081632651,0.30612245,0.5714286,0,1,1,1,0,1,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
3910,978,2,0,0,Female Only,,Female,12,12,3.6122448,0.06122449,0.32653061,0.51020408,0,1,1,1,0,1,0,52,5,,,,,,,,,,,,,,,,,,,,,,,,
4147,"1,037",3,0,0,Both Male & Female,,Female,22,22,2.6734693,0.020408163,0.10204082,0.22448979,0,0,0,1,0,0,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
4447,"1,112",3,0,0,Female Only,,Female,27,27,3.1020408,0,0.081632651,0.32653061,0,0,1,1,0,0,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
382,96,2,0,0,Both Male & Female,,Male,1,33,3.4693878,0.040816326,0.20408164,0.51020408,0,1,1,1,0,1,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
1788,447,4,0,0,Both Male & Female,,Male,11,43,2.7346938,0.020408163,0.06122449,0.22448979,0,0,0,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
6908,"1,727",4,0,0,Female Only,,Female,2,2,3.9183674,0.06122449,0.34693879,0.63265306,1,1,1,1,0,1,0,45,5,2,,,,,,,,,,,,,,,,,,,,,,,
4371,"1,093",3,0,0,Both Male & Female,,Male,17,49,3.1836734,0.020408163,0.1632653,0.42857143,0,0,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
5116,"1,279",4,0,0,Both Male & Female,,Male,7,39,2.8367348,0,0.10204082,0.26530612,0,0,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
3441,861,1,0,0,Both Male & Female,,Male,19,51,3.5306122,0.020408163,0.24489796,0.46938777,1,1,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
1311,328,3,1,0,Both Male & Female,,Female,25,25,2.8979592,0.040816326,0.10204082,0.26530612,0,0,1,1,0,0,0,51,5,,,,,,,,,,,,,,,,,,,,,,,,
4468,"1,117",4,0,0,Male Only,,Male,12,44,2.8163266,0,0.081632651,0.20408164,0,0,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
3505,877,1,0,0,Both Male & Female,,Female,12,12,3.6122448,0.06122449,0.32653061,0.51020408,0,1,1,1,0,1,0,50,5,,,,,,,,,,,,,,,,,,,,,,,,
2313,579,1,0,0,Female Only,,Female,26,26,2.4285715,0,0.040816326,0.14285715,0,0,0,0,0,0,0,52,5,,,,,,,,,,,,,,,,,,,,,,,,
318,80,2,0,0,Both Male & Female,,Female,14,14,3.8163266,0,0.30612245,0.63265306,0,1,1,1,0,1,0,51,5,,,,,,,,,,,,,,,,,,,,,,,,
3534,884,2,0,0,Both Male & Female,,Female,16,16,3.3265307,0.020408163,0.18367347,0.40816328,0,1,1,1,0,0,0,51,5,,,,,,,,,,,,,,,,,,,,,,,,
3442,861,2,0,0,Both Male & Female,,Male,1,33,3.4693878,0.040816326,0.20408164,0.51020408,0,1,1,1,0,1,0,59,5,,,,,,,,,,,,,,,,,,,,,,,,
4106,"1,027",2,0,0,Both Male & Female,,Female,22,22,2.6734693,0.020408163,0.10204082,0.22448979,0,0,0,1,0,0,0,51,5,,,,,,,,,,,,,,,,,,,,,,,,
700,175,4,1,0,Both Male & Female,,Male,20,52,4.1836734,0.1632653,0.40816328,0.71428573,1,1,1,1,1,1,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
4500,"1,125",4,0,0,Both Male & Female,,Male,11,43,2.7346938,0.020408163,0.06122449,0.22448979,0,0,0,1,0,0,0,59,5,,,,,,,,,,,,,,,,,,,,,,,,
699,175,3,1,0,Both Male & Female,,Female,32,32,2.8163266,0.020408163,0.081632651,0.2857143,0,0,0,1,0,0,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
4492,"1,123",4,0,0,Both Male & Female,,Male,21,53,4.0816326,0.12244898,0.34693879,0.77551019,1,1,1,1,1,1,1,65,5,,,,,,,,,,,,,,,,,,,,,,,,
4465,"1,117",1,0,0,Male Only,,Male,7,39,2.8367348,0,0.10204082,0.26530612,0,0,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
2072,518,4,0,0,Both Male & Female,,Male,24,56,3.4693878,0.10204082,0.18367347,0.40816328,0,1,1,1,0,0,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
3746,937,2,0,0,Female Only,,Female,9,9,4.6326532,0.20408164,0.63265306,0.77551019,1,1,1,1,1,1,1,50,5,,,,,,,,,,,,,,,,,,,,,,,,
52,13,4,1,0,Both Male & Female,,Female,6,6,3.8367348,0.10204082,0.32653061,0.59183675,0,1,1,1,0,1,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
319,80,3,0,0,Both Male & Female,,Female,32,32,2.8163266,0.020408163,0.081632651,0.2857143,0,0,0,1,0,0,0,52,5,,,,,,,,,,,,,,,,,,,,,,,,
6365,"1,592",1,0,0,Both Male & Female,,Female,14,14,3.8163266,0,0.30612245,0.63265306,0,1,1,1,0,1,0,50,5,3,,,,,,,,,,,,,,,,,,,,,,,
3535,884,3,0,0,Both Male & Female,,Male,16,48,2.8979592,0,0.081632651,0.30612245,0,0,1,1,0,0,0,60,5,,,,,,,,,,,,,,,,,,,,,,,,
76,19,4,0,0,Both Male & Female,,Female,27,27,3.1020408,0,0.081632651,0.32653061,0,0,1,1,0,0,0,52,5,,,,,,,,,,,,,,,,,,,,,,,,
4179,"1,045",3,0,0,Both Male & Female,,Male,32,64,3.2448978,0.020408163,0.20408164,0.40816328,0,1,1,1,0,0,0,63,5,,,,,,,,,,,,,,,,,,,,,,,,
7115,"1,779",3,0,0,Both Male & Female,,Female,5,5,4.3265305,0.20408164,0.44897959,0.75510204,1,1,1,1,1,1,1,45,5,,,,,,,,,,,,,,,,,,,,,,,,
3343,836,3,1,0,Both Male & Female,,Female,12,12,3.6122448,0.06122449,0.32653061,0.51020408,0,1,1,1,0,1,0,48,5,,,,,,,,,,,,,,,,,,,,,,,,
704,176,4,1,0,Both Male & Female,,Male,4,36,3.1428571,0.020408163,0.14285715,0.32653061,0,0,1,1,0,0,0,59,5,,,,,,,,,,,,,,,,,,,,,,,,
563,141,3,1,0,Both Male & Female,,Female,1,1,3.9795918,0.10204082,0.34693879,0.63265306,1,1,1,1,0,1,0,50,5,,,,,,,,,,,,,,,,,,,,,,,,
2416,604,4,0,0,Both Male & Female,,Male,2,34,4.9591837,0.40816328,0.63265306,0.87755102,1,1,1,1,1,1,1,62,5,,,,,,,,,,,,,,,,,,,,,,,,
562,141,2,1,0,Both Male & Female,,Male,27,59,4.0408163,0.081632651,0.36734694,0.71428573,1,1,1,1,0,1,0,63,5,,,,,,,,,,,,,,,,,,,,,,,,
3791,948,3,0,0,Female Only,,Female,29,29,3.1632652,0,0.14285715,0.34693879,0,0,1,1,0,0,0,47,5,,,,,,,,,,,,,,,,,,,,,,,,
4575,"1,144",3,0,0,Male Only,,Male,22,54,2.6938775,0,0.06122449,0.20408164,0,0,0,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
4278,"1,070",2,0,0,Female Only,,Female,4,4,4.3265305,0.14285715,0.48979592,0.75510204,1,1,1,1,1,1,1,51,5,,,,,,,,,,,,,,,,,,,,,,,,
